IP Address,Logname,User,Date,Request,Code,Size,Country,Referer,UserAgent
10.82.56.139,-,-,[13/Nov/2021:16:23:14 +0000],"PHP Notice:  Undefined index: t_name in /people/home/ssunar/public_html/maintenance/php/aca_test.php on line 85, referer: https://clabsql.clamv.jacobs-university.de/~ssunar/maintenance/php/maintenance-page.php",6,0,N/A,client 10.82.56.139,notice
10.82.56.139,-,-,[13/Nov/2021:16:23:14 +0000],"PHP Notice:  Undefined index: t_rank in /people/home/ssunar/public_html/maintenance/php/aca_test.php on line 86, referer: https://clabsql.clamv.jacobs-university.de/~ssunar/maintenance/php/maintenance-page.php",6,0,N/A,client 10.82.56.139,notice
10.82.56.139,-,-,[13/Nov/2021:16:23:14 +0000],"PHP Notice:  Undefined index: mean_score in /people/home/ssunar/public_html/maintenance/php/aca_test.php on line 87, referer: https://clabsql.clamv.jacobs-university.de/~ssunar/maintenance/php/maintenance-page.php",6,0,N/A,client 10.82.56.139,notice
10.82.56.139,-,-,[13/Nov/2021:16:23:15 +0000],"PHP Warning:  include(./php/connect.php): failed to open stream: No such file or directory in /people/home/ssunar/public_html/maintenance/php/maintenance-page.php on line 1, referer: https://clabsql.clamv.jacobs-university.de/~ssunar/maintenance/php/student-s.php",5,0,N/A,client 10.82.56.139,warn
10.82.56.139,-,-,[13/Nov/2021:16:23:15 +0000],"PHP Warning:  include(): Failed opening './php/connect.php' for inclusion (include_path='.:/usr/share/php7:/usr/share/php7/PEAR') in /people/home/ssunar/public_html/maintenance/php/maintenance-page.php on line 1, referer: https://clabsql.clamv.jacobs-university.de/~ssunar/maintenance/php/student-s.php",5,0,N/A,client 10.82.56.139,warn
10.82.56.139,-,-,[13/Nov/2021:16:23:16 +0000],"PHP Notice:  Undefined index: full_name in /people/home/ssunar/public_html/maintenance/php/student-s.php on line 81, referer: https://clabsql.clamv.jacobs-university.de/~ssunar/maintenance/php/maintenance-page.php",6,0,N/A,client 10.82.56.139,notice
10.82.56.139,-,-,[13/Nov/2021:16:23:16 +0000],"PHP Notice:  Undefined index: country in /people/home/ssunar/public_html/maintenance/php/student-s.php on line 82, referer: https://clabsql.clamv.jacobs-university.de/~ssunar/maintenance/php/maintenance-page.php",6,0,N/A,client 10.82.56.139,notice
10.82.56.139,-,-,[13/Nov/2021:16:23:16 +0000],"PHP Notice:  Undefined index: university_name in /people/home/ssunar/public_html/maintenance/php/student-s.php on line 83, referer: https://clabsql.clamv.jacobs-university.de/~ssunar/maintenance/php/maintenance-page.php",6,0,N/A,client 10.82.56.139,notice
10.82.56.139,-,-,[13/Nov/2021:16:23:16 +0000],"PHP Notice:  Undefined index: program in /people/home/ssunar/public_html/maintenance/php/student-s.php on line 84, referer: https://clabsql.clamv.jacobs-university.de/~ssunar/maintenance/php/maintenance-page.php",6,0,N/A,client 10.82.56.139,notice
10.82.56.139,-,-,[13/Nov/2021:16:23:33 +0000],"PHP Notice:  Undefined index: NATIONAL_R in /people/home/bpanthi/public_html/search_forms/php/university_search.php on line 31",6,0,N/A,client 10.82.56.139,notice
10.82.56.139,-,-,[13/Nov/2021:16:23:33 +0000],"PHP Notice:  Undefined index: COUNTRY in /people/home/bpanthi/public_html/search_forms/php/university_search.php on line 32",6,0,N/A,client 10.82.56.139,notice
10.82.227.89,-,-,[13/Nov/2021:16:26:31 +0000],"PHP Notice:  Undefined index: TYPE_OF_TEST in /people/home/bpanthi/public_html/search_forms/php/test_search.php on line 28",6,0,N/A,client 10.82.227.89,notice
10.82.227.89,-,-,[13/Nov/2021:16:26:31 +0000],"PHP Notice:  Undefined index: COUNTRY in /people/home/bpanthi/public_html/search_forms/php/test_search.php on line 29",6,0,N/A,client 10.82.227.89,notice
10.222.128.92,-,-,[13/Nov/2021:16:26:40 +0000],"PHP Notice:  Undefined index: NATIONAL_R in /people/home/bpanthi/public_html/search_forms/php/university_search.php on line 31",6,0,N/A,client 10.222.128.92,notice
10.222.128.92,-,-,[13/Nov/2021:16:26:40 +0000],"PHP Notice:  Undefined index: COUNTRY in /people/home/bpanthi/public_html/search_forms/php/university_search.php on line 32",6,0,N/A,client 10.222.128.92,notice
10.82.227.89,-,-,[13/Nov/2021:16:26:40 +0000],"PHP Notice:  Undefined index: NATIONAL_R in /people/home/bpanthi/public_html/search_forms/php/university_search.php on line 31",6,0,N/A,client 10.82.227.89,notice
10.82.227.89,-,-,[13/Nov/2021:16:26:40 +0000],"PHP Notice:  Undefined index: COUNTRY in /people/home/bpanthi/public_html/search_forms/php/university_search.php on line 32",6,0,N/A,client 10.82.227.89,notice
10.82.227.89,-,-,[13/Nov/2021:16:27:18 +0000],"PHP Notice:  Undefined index: NATIONAL_R in /people/home/bpanthi/public_html/search_forms/php/university_search.php on line 31",6,0,N/A,client 10.82.227.89,notice
10.82.227.89,-,-,[13/Nov/2021:16:27:18 +0000],"PHP Notice:  Undefined index: COUNTRY in /people/home/bpanthi/public_html/search_forms/php/university_search.php on line 32",6,0,N/A,client 10.82.227.89,notice
10.82.56.139,-,-,[13/Nov/2021:16:27:23 +0000],"PHP Notice:  Undefined index: NATIONAL_R in /people/home/bpanthi/public_html/search_forms/php/university_search.php on line 31",6,0,N/A,client 10.82.56.139,notice
10.82.56.139,-,-,[13/Nov/2021:16:27:23 +0000],"PHP Notice:  Undefined index: COUNTRY in /people/home/bpanthi/public_html/search_forms/php/university_search.php on line 32",6,0,N/A,client 10.82.56.139,notice
10.82.56.139,-,-,[13/Nov/2021:16:29:09 +0000],"PHP Notice:  Undefined index: TYPE_OF_TEST in /people/home/bpanthi/public_html/search_forms/php/test_search.php on line 28",6,0,N/A,client 10.82.56.139,notice
10.82.56.139,-,-,[13/Nov/2021:16:29:09 +0000],"PHP Notice:  Undefined index: COUNTRY in /people/home/bpanthi/public_html/search_forms/php/test_search.php on line 29",6,0,N/A,client 10.82.56.139,notice
10.222.128.92,-,-,[13/Nov/2021:16:43:33 +0000],"PHP Notice:  Undefined index: NATIONAL_R in /people/home/bpanthi/public_html/search_forms/php/university_search.php on line 31",6,0,N/A,client 10.222.128.92,notice
10.222.128.92,-,-,[13/Nov/2021:16:43:33 +0000],"PHP Notice:  Undefined index: COUNTRY in /people/home/bpanthi/public_html/search_forms/php/university_search.php on line 32",6,0,N/A,client 10.222.128.92,notice
10.222.128.92,-,-,[13/Nov/2021:16:44:30 +0000],"PHP Notice:  Undefined index: NATIONAL_R in /people/home/bpanthi/public_html/search_forms/php/university_search.php on line 31",6,0,N/A,client 10.222.128.92,notice
10.222.128.92,-,-,[13/Nov/2021:16:44:30 +0000],"PHP Notice:  Undefined index: COUNTRY in /people/home/bpanthi/public_html/search_forms/php/university_search.php on line 32",6,0,N/A,client 10.222.128.92,notice
10.82.59.76,-,-,[13/Nov/2021:17:04:28 +0000],"PHP Notice:  Undefined index: Food in /people/home/nacharya/public_html/Homework8/details_food.php on line 43, referer: https://clabsql.clamv.jacobs-university.de/~nacharya/Homework8/chef.php?chef_id=1001",6,0,N/A,client 10.82.59.76,notice
10.82.59.76,-,-,[13/Nov/2021:17:04:28 +0000],"PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, bool given in /people/home/nacharya/public_html/Homework8/details_food.php on line 52, referer: https://clabsql.clamv.jacobs-university.de/~nacharya/Homework8/chef.php?chef_id=1001",5,0,N/A,client 10.82.59.76,warn
10.82.59.76,-,-,[13/Nov/2021:17:04:28 +0000],"PHP Notice:  Undefined variable: a in /people/home/nacharya/public_html/Homework8/details_food.php on line 84, referer: https://clabsql.clamv.jacobs-university.de/~nacharya/Homework8/chef.php?chef_id=1001",6,0,N/A,client 10.82.59.76,notice
10.82.59.76,-,-,[13/Nov/2021:17:04:28 +0000],"PHP Notice:  Undefined variable: b in /people/home/nacharya/public_html/Homework8/details_food.php on line 86, referer: https://clabsql.clamv.jacobs-university.de/~nacharya/Homework8/chef.php?chef_id=1001",6,0,N/A,client 10.82.59.76,notice
10.82.59.76,-,-,[13/Nov/2021:17:04:28 +0000],"PHP Notice:  Undefined variable: c in /people/home/nacharya/public_html/Homework8/details_food.php on line 88, referer: https://clabsql.clamv.jacobs-university.de/~nacharya/Homework8/chef.php?chef_id=1001",6,0,N/A,client 10.82.59.76,notice
10.82.59.76,-,-,[13/Nov/2021:17:04:28 +0000],"PHP Notice:  Undefined variable: d in /people/home/nacharya/public_html/Homework8/details_food.php on line 90, referer: https://clabsql.clamv.jacobs-university.de/~nacharya/Homework8/chef.php?chef_id=1001",6,0,N/A,client 10.82.59.76,notice
10.82.59.76,-,-,[13/Nov/2021:17:04:28 +0000],"PHP Notice:  Undefined variable: ChefID in /people/home/nacharya/public_html/Homework8/details_food.php on line 92, referer: https://clabsql.clamv.jacobs-university.de/~nacharya/Homework8/chef.php?chef_id=1001",6,0,N/A,client 10.82.59.76,notice
10.82.59.76,-,-,[13/Nov/2021:17:04:28 +0000],"PHP Notice:  Undefined variable: Expe in /people/home/nacharya/public_html/Homework8/details_food.php on line 94, referer: https://clabsql.clamv.jacobs-university.de/~nacharya/Homework8/chef.php?chef_id=1001",6,0,N/A,client 10.82.59.76,notice
10.222.128.97,-,-,[13/Nov/2021:17:57:29 +0000],"AH01630: client denied by server configuration: /people/home/mini",4,0,N/A,client 10.222.128.97,error
10.222.128.97,-,-,[13/Nov/2021:17:57:36 +0000],"AH01630: client denied by server configuration: /people/home/minihaile",4,0,N/A,client 10.222.128.97,error
10.222.128.97,-,-,[13/Nov/2021:17:57:46 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 15",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:57:46 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 29",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:57:46 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 56",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:57:46 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 66",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:57:46 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/footer.php on line 7",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:57:50 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 15, referer: http://clabsql.clamv.jacobs-university.de/~mhaile/",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:57:50 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 29, referer: http://clabsql.clamv.jacobs-university.de/~mhaile/",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:57:50 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 56, referer: http://clabsql.clamv.jacobs-university.de/~mhaile/",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:57:50 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 66, referer: http://clabsql.clamv.jacobs-university.de/~mhaile/",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:57:50 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/footer.php on line 7, referer: http://clabsql.clamv.jacobs-university.de/~mhaile/",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:57:57 +0000],"script '/people/home/mhaile/public_html/maintainance.php' not found or unable to stat",4,0,N/A,client 10.222.128.97,error
10.222.128.97,-,-,[13/Nov/2021:17:58:01 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 15",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:58:01 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 29",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:58:01 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 56",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:58:01 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 66",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:58:01 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/footer.php on line 7",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:58:18 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 15",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:58:18 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 29",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:58:18 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 56",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:58:18 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 66",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:58:18 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/footer.php on line 7",6,0,N/A,client 10.222.128.97,notice
10.82.56.139,-,-,[13/Nov/2021:17:58:18 +0000],"PHP Notice:  Undefined index: NATIONAL_R in /people/home/bpanthi/public_html/search_forms/php/university_search.php on line 31",6,0,N/A,client 10.82.56.139,notice
10.82.56.139,-,-,[13/Nov/2021:17:58:18 +0000],"PHP Notice:  Undefined index: COUNTRY in /people/home/bpanthi/public_html/search_forms/php/university_search.php on line 32",6,0,N/A,client 10.82.56.139,notice
10.222.128.97,-,-,[13/Nov/2021:17:58:25 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 15, referer: http://clabsql.clamv.jacobs-university.de/~mhaile/",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:58:25 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 29, referer: http://clabsql.clamv.jacobs-university.de/~mhaile/",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:58:25 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 56, referer: http://clabsql.clamv.jacobs-university.de/~mhaile/",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:58:25 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 66, referer: http://clabsql.clamv.jacobs-university.de/~mhaile/",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:58:25 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/footer.php on line 7, referer: http://clabsql.clamv.jacobs-university.de/~mhaile/",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:58:28 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 15, referer: http://clabsql.clamv.jacobs-university.de/~mhaile/?",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:58:28 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 29, referer: http://clabsql.clamv.jacobs-university.de/~mhaile/?",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:58:28 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 56, referer: http://clabsql.clamv.jacobs-university.de/~mhaile/?",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:58:28 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 66, referer: http://clabsql.clamv.jacobs-university.de/~mhaile/?",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:58:28 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/footer.php on line 7, referer: http://clabsql.clamv.jacobs-university.de/~mhaile/?",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:58:31 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 15, referer: http://clabsql.clamv.jacobs-university.de/~mhaile/?",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:58:31 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 29, referer: http://clabsql.clamv.jacobs-university.de/~mhaile/?",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:58:31 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 56, referer: http://clabsql.clamv.jacobs-university.de/~mhaile/?",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:58:31 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 66, referer: http://clabsql.clamv.jacobs-university.de/~mhaile/?",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:58:31 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/footer.php on line 7, referer: http://clabsql.clamv.jacobs-university.de/~mhaile/?",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:58:34 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 15, referer: http://clabsql.clamv.jacobs-university.de/~mhaile/?",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:58:34 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 29, referer: http://clabsql.clamv.jacobs-university.de/~mhaile/?",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:58:34 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 56, referer: http://clabsql.clamv.jacobs-university.de/~mhaile/?",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:58:34 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/header.php on line 66, referer: http://clabsql.clamv.jacobs-university.de/~mhaile/?",6,0,N/A,client 10.222.128.97,notice
10.222.128.97,-,-,[13/Nov/2021:17:58:34 +0000],"PHP Notice:  Only variables should be passed by reference in /people/home/mhaile/public_html/components/footer.php on line 7, referer: http://clabsql.clamv.jacobs-university.de/~mhaile/?",6,0,N/A,client 10.222.128.97,notice
10.82.213.216,-,-,[13/Nov/2021:18:37:05 +0000],"script '/srv/www/htdocs/action_page.php' not found or unable to stat, referer: http://clabsql.clamv.jacobs-university.de/~jbako/html/contact.html",4,0,N/A,client 10.82.213.216,error
10.82.209.112,-,-,[14/Nov/2021:00:23:35 +0000],"script '/people/home/ssunar/public_html/maintenance/maintenance-page.php' not found or unable to stat, referer: http://clabsql.clamv.jacobs-university.de/",4,0,N/A,client 10.82.209.112,error
10.82.209.112,-,-,[14/Nov/2021:00:23:41 +0000],"script '/people/home/ssunar/public_html/maintenance/maintenance-page.php' not found or unable to stat, referer: http://clabsql.clamv.jacobs-university.de/",4,0,N/A,client 10.82.209.112,error
10.82.209.112,-,-,[14/Nov/2021:00:23:50 +0000],"script '/people/home/ssunar/public_html/maintenance/maintenance-page.php' not found or unable to stat, referer: http://clabsql.clamv.jacobs-university.de/",4,0,N/A,client 10.82.209.112,error
10.82.209.112,-,-,[14/Nov/2021:00:24:56 +0000],"script '/people/home/ssunar/public_html/maintenance/maintenance-page.php' not found or unable to stat, referer: http://clabsql.clamv.jacobs-university.de/",4,0,N/A,client 10.82.209.112,error
10.82.63.15,-,-,[14/Nov/2021:00:26:22 +0000],"script '/people/home/ssunar/public_html/maintenance/maintenance-page.php' not found or unable to stat, referer: http://clabsql.clamv.jacobs-university.de/",4,0,N/A,client 10.82.63.15,error
10.82.63.15,-,-,[14/Nov/2021:01:17:41 +0000],"PHP Warning:  include(./php/connect.php): failed to open stream: No such file or directory in /people/home/ssunar/public_html/maintenance/php/maintenance-page.php on line 1",5,0,N/A,client 10.82.63.15,warn
10.82.63.15,-,-,[14/Nov/2021:01:17:41 +0000],"PHP Warning:  include(): Failed opening './php/connect.php' for inclusion (include_path='.:/usr/share/php7:/usr/share/php7/PEAR') in /people/home/ssunar/public_html/maintenance/php/maintenance-page.php on line 1",5,0,N/A,client 10.82.63.15,warn
10.82.209.112,-,-,[14/Nov/2021:09:32:33 +0000],"PHP Warning:  include(./php/connect.php): failed to open stream: No such file or directory in /people/home/ssunar/public_html/maintenance/php/maintenance-page.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/",5,0,N/A,client 10.82.209.112,warn
10.82.209.112,-,-,[14/Nov/2021:09:32:33 +0000],"PHP Warning:  include(): Failed opening './php/connect.php' for inclusion (include_path='.:/usr/share/php7:/usr/share/php7/PEAR') in /people/home/ssunar/public_html/maintenance/php/maintenance-page.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/",5,0,N/A,client 10.82.209.112,warn
10.82.209.112,-,-,[14/Nov/2021:09:32:36 +0000],"PHP Warning:  include(./php/connect.php): failed to open stream: No such file or directory in /people/home/ssunar/public_html/maintenance/php/maintenance-page.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/",5,0,N/A,client 10.82.209.112,warn
10.82.209.112,-,-,[14/Nov/2021:09:32:36 +0000],"PHP Warning:  include(): Failed opening './php/connect.php' for inclusion (include_path='.:/usr/share/php7:/usr/share/php7/PEAR') in /people/home/ssunar/public_html/maintenance/php/maintenance-page.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/",5,0,N/A,client 10.82.209.112,warn
10.82.209.112,-,-,[14/Nov/2021:09:32:37 +0000],"PHP Warning:  include(./php/connect.php): failed to open stream: No such file or directory in /people/home/ssunar/public_html/maintenance/php/maintenance-page.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/",5,0,N/A,client 10.82.209.112,warn
10.82.209.112,-,-,[14/Nov/2021:09:32:37 +0000],"PHP Warning:  include(): Failed opening './php/connect.php' for inclusion (include_path='.:/usr/share/php7:/usr/share/php7/PEAR') in /people/home/ssunar/public_html/maintenance/php/maintenance-page.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/",5,0,N/A,client 10.82.209.112,warn
10.82.209.112,-,-,[14/Nov/2021:09:32:37 +0000],"PHP Warning:  include(./php/connect.php): failed to open stream: No such file or directory in /people/home/ssunar/public_html/maintenance/php/maintenance-page.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/",5,0,N/A,client 10.82.209.112,warn
10.82.209.112,-,-,[14/Nov/2021:09:32:37 +0000],"PHP Warning:  include(): Failed opening './php/connect.php' for inclusion (include_path='.:/usr/share/php7:/usr/share/php7/PEAR') in /people/home/ssunar/public_html/maintenance/php/maintenance-page.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/",5,0,N/A,client 10.82.209.112,warn
10.82.209.112,-,-,[14/Nov/2021:09:32:37 +0000],"PHP Warning:  include(./php/connect.php): failed to open stream: No such file or directory in /people/home/ssunar/public_html/maintenance/php/maintenance-page.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/",5,0,N/A,client 10.82.209.112,warn
10.82.209.112,-,-,[14/Nov/2021:09:32:37 +0000],"PHP Warning:  include(): Failed opening './php/connect.php' for inclusion (include_path='.:/usr/share/php7:/usr/share/php7/PEAR') in /people/home/ssunar/public_html/maintenance/php/maintenance-page.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/",5,0,N/A,client 10.82.209.112,warn
10.82.209.112,-,-,[14/Nov/2021:09:32:37 +0000],"PHP Warning:  include(./php/connect.php): failed to open stream: No such file or directory in /people/home/ssunar/public_html/maintenance/php/maintenance-page.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/",5,0,N/A,client 10.82.209.112,warn
10.82.209.112,-,-,[14/Nov/2021:09:32:37 +0000],"PHP Warning:  include(): Failed opening './php/connect.php' for inclusion (include_path='.:/usr/share/php7:/usr/share/php7/PEAR') in /people/home/ssunar/public_html/maintenance/php/maintenance-page.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/",5,0,N/A,client 10.82.209.112,warn
10.82.209.112,-,-,[14/Nov/2021:09:32:38 +0000],"PHP Warning:  include(./php/connect.php): failed to open stream: No such file or directory in /people/home/ssunar/public_html/maintenance/php/maintenance-page.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/",5,0,N/A,client 10.82.209.112,warn
10.82.209.112,-,-,[14/Nov/2021:09:32:38 +0000],"PHP Warning:  include(): Failed opening './php/connect.php' for inclusion (include_path='.:/usr/share/php7:/usr/share/php7/PEAR') in /people/home/ssunar/public_html/maintenance/php/maintenance-page.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/",5,0,N/A,client 10.82.209.112,warn
10.82.209.112,-,-,[14/Nov/2021:09:32:38 +0000],"PHP Warning:  include(./php/connect.php): failed to open stream: No such file or directory in /people/home/ssunar/public_html/maintenance/php/maintenance-page.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/",5,0,N/A,client 10.82.209.112,warn
10.82.209.112,-,-,[14/Nov/2021:09:32:38 +0000],"PHP Warning:  include(): Failed opening './php/connect.php' for inclusion (include_path='.:/usr/share/php7:/usr/share/php7/PEAR') in /people/home/ssunar/public_html/maintenance/php/maintenance-page.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/",5,0,N/A,client 10.82.209.112,warn
10.82.209.112,-,-,[14/Nov/2021:09:32:41 +0000],"PHP Warning:  include(./php/connect.php): failed to open stream: No such file or directory in /people/home/ssunar/public_html/maintenance/php/maintenance-page.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/",5,0,N/A,client 10.82.209.112,warn
10.82.209.112,-,-,[14/Nov/2021:09:32:41 +0000],"PHP Warning:  include(): Failed opening './php/connect.php' for inclusion (include_path='.:/usr/share/php7:/usr/share/php7/PEAR') in /people/home/ssunar/public_html/maintenance/php/maintenance-page.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/",5,0,N/A,client 10.82.209.112,warn
10.82.209.112,-,-,[14/Nov/2021:09:32:42 +0000],"PHP Warning:  include(./php/connect.php): failed to open stream: No such file or directory in /people/home/ssunar/public_html/maintenance/php/maintenance-page.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/",5,0,N/A,client 10.82.209.112,warn
10.82.209.112,-,-,[14/Nov/2021:09:32:42 +0000],"PHP Warning:  include(): Failed opening './php/connect.php' for inclusion (include_path='.:/usr/share/php7:/usr/share/php7/PEAR') in /people/home/ssunar/public_html/maintenance/php/maintenance-page.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/",5,0,N/A,client 10.82.209.112,warn
10.82.209.112,-,-,[14/Nov/2021:09:32:43 +0000],"PHP Warning:  include(./php/connect.php): failed to open stream: No such file or directory in /people/home/ssunar/public_html/maintenance/php/maintenance-page.php on line 1, referer: http://clabsql.clamv.jacobs-university.de/",5,0,N/A,client 10.82.209.112,warn
